Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
18/4/2010,04:53:00,0.322,0.062,242.390,1.400,0.000,1.000,1.0
18/12/2007,02:40:00,0.292,0.080,248.060,1.200,0.000,0.000,0.0
10/4/2007,05:30:00,0.374,0.210,240.610,1.800,0.000,1.000,0.0
3/1/2008,20:49:00,3.428,0.198,236.890,14.400,1.000,39.000,0.0
1/7/2010,14:29:00,1.654,0.206,235.700,7.000,0.000,0.000,13.0
30/3/2010,05:43:00,1.562,0.378,241.310,6.600,0.000,1.000,18.0
8/1/2009,11:24:00,1.452,0.078,242.460,6.000,0.000,0.000,18.0
30/3/2009,03:54:00,0.374,0.100,244.860,1.600,0.000,0.000,0.0
24/12/2007,01:55:00,0.258,0.000,246.080,1.000,0.000,0.000,0.0
15/10/2007,18:51:00,1.322,0.186,236.170,5.600,0.000,0.000,0.0
7/5/2010,21:16:00,2.518,0.184,235.740,10.600,0.000,0.000,18.0
18/12/2007,01:10:00,1.410,0.068,245.350,5.800,0.000,0.000,18.0
7/4/2007,01:54:00,0.406,0.232,240.910,2.000,0.000,1.000,0.0
6/1/2008,06:56:00,0.306,0.068,241.250,1.200,0.000,0.000,0.0
20/6/2009,08:06:00,1.262,0.068,238.810,5.200,0.000,0.000,18.0
15/11/2007,16:16:00,0.558,0.106,242.950,2.600,0.000,0.000,0.0
22/7/2008,08:32:00,1.350,0.194,238.930,5.600,0.000,1.000,18.0
20/4/2008,01:53:00,1.386,0.408,242.700,5.800,0.000,0.000,0.0
23/11/2007,06:59:00,2.176,0.046,241.650,9.000,0.000,0.000,18.0
13/8/2007,16:39:00,0.210,0.116,233.810,1.000,0.000,0.000,0.0
7/1/2007,06:57:00,0.414,0.288,244.680,2.000,0.000,2.000,0.0
11/10/2007,18:24:00,0.312,0.088,238.040,1.400,0.000,0.000,0.0
18/1/2008,21:45:00,1.196,0.056,237.480,5.200,0.000,0.000,0.0
23/10/2008,05:27:00,0.240,0.000,240.950,1.000,0.000,0.000,1.0
20/5/2009,17:43:00,0.532,0.000,241.590,2.200,0.000,2.000,1.0
2/6/2009,15:39:00,0.352,0.178,244.560,1.800,0.000,0.000,0.0
14/7/2009,05:13:00,0.206,0.122,242.730,1.000,0.000,1.000,1.0
17/9/2009,05:10:00,0.200,0.000,243.140,0.800,0.000,0.000,1.0
24/9/2008,15:51:00,0.182,0.000,241.390,0.800,0.000,0.000,0.0
15/1/2008,15:21:00,2.162,0.198,242.640,9.000,0.000,1.000,18.0
19/2/2007,10:06:00,1.354,0.108,238.580,5.600,0.000,0.000,18.0
9/3/2010,19:13:00,1.258,0.076,239.840,5.200,0.000,1.000,0.0
8/5/2007,11:29:00,1.466,0.130,234.800,6.200,0.000,0.000,17.0
5/4/2007,15:58:00,0.494,0.316,242.660,2.400,0.000,0.000,0.0
20/1/2009,22:49:00,1.848,0.048,245.090,7.400,0.000,0.000,18.0
23/1/2008,14:47:00,1.562,0.188,243.540,6.400,0.000,1.000,18.0
21/5/2007,11:21:00,1.312,0.066,232.030,5.600,0.000,0.000,17.0
22/1/2007,06:56:00,0.216,0.000,243.600,1.000,0.000,0.000,0.0
19/1/2010,21:59:00,2.174,0.112,238.720,9.000,0.000,0.000,18.0
19/10/2009,02:06:00,0.430,0.210,239.690,2.000,0.000,1.000,1.0
5/6/2008,03:57:00,0.188,0.000,234.210,0.800,0.000,0.000,1.0
31/3/2009,23:41:00,0.382,0.214,246.250,1.800,0.000,1.000,0.0
5/10/2009,20:53:00,2.326,0.182,240.270,9.600,0.000,2.000,18.0
6/11/2008,05:20:00,0.308,0.050,240.090,1.200,0.000,1.000,0.0
4/1/2008,21:10:00,2.084,0.000,237.120,8.800,1.000,0.000,17.0
30/3/2007,23:18:00,0.308,0.000,242.020,1.400,0.000,0.000,0.0
27/1/2008,20:09:00,3.564,0.000,235.400,15.200,0.000,0.000,17.0
30/11/2009,08:22:00,1.438,0.092,240.820,6.000,0.000,1.000,18.0
22/10/2010,00:24:00,0.464,0.048,244.600,1.800,0.000,0.000,0.0
9/12/2008,02:03:00,0.300,0.076,244.880,1.200,0.000,1.000,0.0
4/1/2008,00:37:00,1.434,0.112,244.250,5.800,0.000,0.000,18.0
11/5/2007,19:58:00,0.192,0.088,236.550,0.800,0.000,0.000,0.0
9/5/2008,04:23:00,0.418,0.206,240.650,1.800,0.000,0.000,0.0
7/8/2010,17:00:00,0.158,0.000,242.250,0.600,0.000,0.000,0.0
18/10/2009,03:24:00,0.304,0.050,242.570,1.200,0.000,0.000,1.0
14/2/2010,13:41:00,1.368,0.070,243.650,5.600,0.000,0.000,19.0
9/3/2010,23:22:00,0.424,0.080,244.940,1.800,0.000,0.000,0.0
1/4/2009,12:30:00,0.398,0.220,243.760,1.800,0.000,0.000,0.0
22/9/2010,01:48:00,0.336,0.206,241.750,1.600,0.000,2.000,0.0
29/10/2007,12:44:00,0.306,0.106,241.740,1.200,0.000,0.000,0.0
20/5/2010,02:19:00,0.470,0.194,243.210,2.000,0.000,0.000,1.0
8/3/2009,07:57:00,2.832,0.084,239.950,13.000,0.000,0.000,0.0
7/6/2008,01:44:00,0.550,0.084,240.460,2.200,0.000,0.000,0.0
8/11/2008,02:40:00,0.284,0.050,243.780,1.200,0.000,0.000,0.0
25/8/2008,21:32:00,0.078,0.000,238.200,0.200,0.000,0.000,1.0
19/10/2007,18:15:00,0.316,0.108,241.390,1.400,0.000,0.000,0.0
9/11/2009,03:52:00,0.332,0.144,248.590,1.400,0.000,0.000,1.0
4/4/2010,06:13:00,0.236,0.000,245.620,1.000,0.000,0.000,1.0
12/12/2009,21:33:00,0.954,0.076,244.690,3.800,0.000,1.000,1.0
4/4/2008,21:52:00,2.194,0.092,239.290,9.200,0.000,0.000,18.0
3/3/2008,08:10:00,0.596,0.094,238.360,2.400,0.000,0.000,0.0
3/2/2010,06:03:00,0.366,0.112,246.380,1.400,0.000,0.000,1.0
20/10/2007,06:17:00,0.326,0.106,243.590,1.400,0.000,0.000,0.0
17/6/2008,10:59:00,0.204,0.052,241.260,1.400,0.000,0.000,1.0
4/6/2008,15:17:00,1.778,0.248,236.680,7.800,0.000,22.000,1.0
10/4/2010,12:36:00,0.556,0.324,239.820,2.600,0.000,1.000,1.0
13/9/2008,18:10:00,0.304,0.102,240.670,1.400,0.000,0.000,1.0
21/4/2010,04:08:00,0.254,0.000,242.930,1.000,0.000,0.000,1.0
17/2/2007,12:33:00,0.452,0.152,239.350,2.000,0.000,0.000,0.0
15/1/2009,12:29:00,1.380,0.072,241.830,5.600,0.000,0.000,17.0
16/1/2010,11:29:00,4.230,0.382,237.560,17.800,0.000,35.000,18.0
4/3/2008,15:40:00,2.046,0.066,239.220,8.600,0.000,0.000,17.0
18/8/2010,15:11:00,?,?,?,?,?,?,
20/6/2010,02:17:00,0.260,0.070,241.130,1.200,0.000,0.000,1.0
29/7/2008,04:26:00,0.510,0.218,241.110,2.400,0.000,2.000,0.0
9/7/2009,18:36:00,0.384,0.230,241.250,1.800,0.000,0.000,1.0
10/7/2008,06:14:00,0.568,0.134,238.780,2.400,0.000,0.000,1.0
25/2/2009,15:51:00,0.292,0.084,243.770,1.200,0.000,0.000,0.0
13/8/2010,21:24:00,0.232,0.090,241.320,1.000,0.000,0.000,1.0
8/2/2009,17:28:00,1.994,0.328,237.610,8.400,0.000,1.000,17.0
3/7/2010,00:16:00,0.982,0.316,241.830,4.200,0.000,0.000,12.0
15/5/2007,14:05:00,0.350,0.056,234.140,1.600,0.000,0.000,0.0
4/1/2007,11:29:00,1.966,0.168,241.980,8.200,0.000,0.000,18.0
16/1/2007,07:49:00,3.004,0.140,238.950,12.600,0.000,0.000,17.0
18/7/2007,02:41:00,0.206,0.080,234.030,1.000,0.000,0.000,0.0
24/7/2009,19:23:00,0.206,0.130,243.040,1.000,0.000,1.000,1.0
25/3/2008,17:18:00,1.616,0.066,243.350,6.600,0.000,0.000,18.0
20/3/2010,00:31:00,1.606,0.178,243.780,6.600,0.000,0.000,19.0
28/10/2008,07:33:00,0.292,0.068,241.890,1.200,0.000,1.000,0.0
8/6/2008,05:13:00,0.260,0.128,241.800,1.200,0.000,0.000,1.0
14/9/2007,15:14:00,0.230,0.120,239.810,1.000,0.000,0.000,0.0
19/2/2010,02:13:00,0.358,0.102,244.740,1.400,0.000,0.000,1.0
12/1/2009,16:49:00,0.292,0.068,249.030,1.200,0.000,0.000,0.0
14/12/2007,10:49:00,1.370,0.100,239.090,5.600,0.000,0.000,18.0
20/11/2008,11:42:00,1.434,0.054,238.720,6.000,0.000,0.000,17.0
29/12/2008,12:26:00,0.282,0.082,242.910,1.200,0.000,1.000,0.0
3/3/2009,01:22:00,0.264,0.048,245.090,1.200,0.000,0.000,0.0
24/8/2007,10:59:00,0.292,0.092,237.480,1.400,0.000,0.000,0.0
30/4/2009,04:46:00,0.398,0.096,241.270,1.800,0.000,0.000,1.0
22/5/2007,21:10:00,1.232,0.220,235.460,5.200,0.000,5.000,0.0
9/4/2007,15:08:00,0.292,0.108,241.300,1.200,0.000,1.000,0.0
12/1/2007,21:58:00,1.298,0.000,242.500,5.400,0.000,0.000,0.0
5/6/2008,05:56:00,0.350,0.200,236.110,1.600,0.000,2.000,0.0
13/3/2008,07:48:00,2.108,0.146,239.020,8.800,0.000,1.000,17.0
26/6/2008,07:44:00,2.026,0.164,237.550,8.400,0.000,0.000,29.0
9/7/2010,15:47:00,0.506,0.190,241.430,2.200,0.000,0.000,1.0
28/5/2007,09:54:00,1.364,0.118,228.240,6.000,0.000,0.000,16.0
12/1/2009,00:43:00,0.416,0.214,249.670,1.800,0.000,0.000,0.0
5/6/2009,12:25:00,1.210,0.000,235.510,5.000,0.000,0.000,18.0
27/3/2010,19:47:00,0.872,0.000,237.060,3.600,0.000,0.000,1.0
18/10/2010,21:49:00,4.734,0.000,237.390,19.800,37.000,0.000,18.0
17/3/2009,14:22:00,1.626,0.426,245.940,6.800,0.000,2.000,19.0
11/7/2008,00:44:00,0.332,0.238,243.720,1.600,0.000,2.000,1.0
15/5/2008,05:00:00,0.160,0.000,239.670,0.600,0.000,0.000,1.0
2/3/2009,06:27:00,0.350,0.068,244.480,1.400,0.000,0.000,0.0
27/12/2009,10:21:00,2.790,0.000,243.560,11.400,39.000,0.000,1.0
4/5/2010,14:05:00,1.256,0.000,234.580,5.200,0.000,0.000,18.0
14/12/2007,00:27:00,0.368,0.130,245.190,1.600,0.000,0.000,0.0
30/12/2009,07:48:00,0.428,0.230,242.120,2.000,0.000,0.000,0.0
6/11/2010,18:27:00,1.168,0.0,236.68,5.0,0.0,1.0,1.0
22/7/2008,21:44:00,0.484,0.158,241.910,2.000,0.000,2.000,1.0
2/3/2007,08:53:00,0.304,0.110,237.890,1.400,0.000,0.000,0.0
11/1/2007,05:15:00,0.284,0.144,241.400,1.200,0.000,1.000,0.0
4/9/2007,06:07:00,0.220,0.122,239.060,1.000,0.000,0.000,0.0
13/10/2010,16:58:00,1.422,0.000,241.630,5.800,0.000,0.000,19.0
2/5/2009,23:13:00,0.882,0.126,242.660,3.600,0.000,0.000,1.0
13/5/2010,05:14:00,0.350,0.098,243.490,1.400,0.000,0.000,1.0
5/8/2009,19:02:00,0.306,0.242,241.850,1.600,0.000,0.000,0.0
6/12/2008,06:40:00,0.294,0.066,243.710,1.200,0.000,2.000,0.0
27/1/2010,05:43:00,0.418,0.218,244.930,1.800,0.000,1.000,1.0
19/4/2007,01:25:00,0.484,0.000,240.150,2.000,0.000,0.000,0.0
18/5/2008,16:51:00,0.432,0.320,239.170,2.400,0.000,1.000,1.0
9/1/2009,10:24:00,1.608,0.000,243.480,6.600,0.000,1.000,18.0
3/3/2009,01:24:00,0.264,0.048,244.870,1.200,0.000,0.000,0.0
16/2/2008,07:17:00,0.266,0.000,244.460,1.200,0.000,0.000,0.0
28/4/2007,14:44:00,?,?,?,?,?,?,
23/4/2007,17:49:00,0.178,0.062,236.050,0.800,0.000,0.000,0.0
14/4/2008,11:44:00,1.480,0.000,246.150,6.000,0.000,0.000,19.0
12/1/2008,01:03:00,0.416,0.066,243.810,2.000,0.000,0.000,0.0
5/7/2010,18:10:00,0.274,0.114,243.620,1.200,0.000,0.000,1.0
17/4/2007,01:56:00,0.272,0.114,239.810,1.200,0.000,1.000,0.0
11/7/2009,23:09:00,0.200,0.108,245.800,0.800,0.000,0.000,1.0
12/9/2007,11:11:00,0.426,0.108,239.970,1.800,0.000,0.000,0.0
20/9/2010,08:45:00,1.292,0.054,242.830,5.200,0.000,0.000,19.0
10/3/2008,22:16:00,1.256,0.088,243.360,5.200,2.000,0.000,0.0
10/1/2010,09:32:00,0.396,0.000,241.250,1.600,0.000,0.000,1.0
26/3/2008,21:37:00,2.014,0.108,240.280,8.400,1.000,0.000,0.0
9/12/2008,11:00:00,1.278,0.062,240.310,5.200,0.000,0.000,17.0
25/6/2007,07:52:00,1.402,0.066,238.490,5.800,0.000,1.000,18.0
15/3/2009,10:56:00,1.960,0.062,238.690,9.400,2.000,25.000,0.0
20/6/2008,19:56:00,3.864,0.328,239.630,16.200,38.000,2.000,18.0
1/7/2007,16:42:00,0.402,0.342,241.660,2.200,0.000,2.000,0.0
24/9/2009,12:42:00,1.210,0.476,242.450,5.400,0.000,0.000,12.0
7/1/2009,20:56:00,2.294,0.052,241.890,9.400,0.000,1.000,18.0
27/5/2007,20:54:00,1.910,0.388,235.610,8.200,0.000,0.000,17.0
25/1/2009,16:55:00,2.438,0.072,242.950,10.000,0.000,0.000,18.0
23/7/2010,10:04:00,0.524,0.328,239.090,2.600,0.000,1.000,1.0
4/11/2007,20:51:00,1.822,0.000,235.890,7.600,0.000,0.000,17.0
17/7/2009,15:02:00,0.310,0.244,243.000,1.600,0.000,2.000,1.0
23/11/2010,19:17:00,2.496,0.24,236.69,11.4,13.0,0.0,0.0
10/11/2009,03:27:00,0.366,0.214,247.120,1.600,0.000,1.000,1.0
12/3/2010,08:55:00,1.854,0.124,242.820,7.600,1.000,0.000,18.0
30/1/2007,04:34:00,0.248,0.000,246.670,1.000,0.000,0.000,0.0
2/8/2010,07:06:00,0.156,0.000,241.300,0.600,0.000,0.000,1.0
10/5/2009,09:14:00,1.696,0.000,240.260,7.000,0.000,0.000,18.0
25/1/2008,21:14:00,2.298,0.318,240.750,9.600,0.000,0.000,0.0
16/10/2009,23:19:00,0.226,0.000,242.710,0.800,0.000,0.000,1.0
31/10/2009,19:17:00,2.620,0.074,238.770,11.000,0.000,0.000,18.0
14/10/2010,15:32:00,0.330,0.062,242.940,1.400,0.000,1.000,1.0
8/8/2010,19:36:00,0.714,0.226,238.600,3.200,0.000,1.000,0.0
10/6/2007,01:16:00,0.368,0.250,241.910,1.800,0.000,1.000,0.0
21/6/2010,07:22:00,0.574,0.214,241.370,2.800,0.000,1.000,3.0
15/2/2009,07:27:00,1.374,0.078,242.710,5.600,0.000,0.000,0.0
16/1/2007,22:01:00,0.904,0.000,242.870,3.800,0.000,0.000,0.0
17/3/2007,01:02:00,0.210,0.046,237.590,0.800,0.000,0.000,0.0
20/1/2008,18:21:00,2.650,0.086,235.820,11.200,0.000,0.000,0.0
29/3/2010,14:06:00,1.400,0.108,240.740,5.800,0.000,0.000,18.0
18/6/2009,01:25:00,0.306,0.220,242.490,1.400,0.000,0.000,1.0
25/5/2009,08:20:00,1.366,0.076,237.760,5.600,0.000,0.000,18.0
25/6/2008,10:31:00,0.334,0.134,237.480,1.800,0.000,0.000,1.0
28/1/2007,00:13:00,5.768,0.146,240.090,24.000,0.000,38.000,18.0
20/10/2007,19:26:00,1.378,0.060,239.730,5.600,0.000,0.000,18.0
31/5/2010,17:58:00,1.648,0.060,237.680,6.800,1.000,0.000,18.0
19/7/2010,09:58:00,0.242,0.110,240.490,1.000,0.000,1.000,1.0
4/3/2008,09:26:00,0.494,0.090,240.590,2.200,0.000,0.000,0.0
13/12/2009,12:35:00,1.696,0.306,243.760,7.000,1.000,0.000,19.0
28/12/2006,09:31:00,0.414,0.284,242.200,2.000,0.000,0.000,0.0
11/10/2009,16:17:00,1.086,0.338,240.070,4.600,0.000,2.000,1.0
30/10/2007,07:56:00,0.200,0.000,239.610,0.800,0.000,0.000,0.0
21/1/2008,14:31:00,1.590,0.222,243.250,6.600,0.000,0.000,18.0
16/11/2010,20:56:00,3.09,0.15,239.27,12.8,0.0,1.0,17.0
2/11/2007,23:00:00,0.324,0.114,239.420,1.600,0.000,0.000,0.0
25/4/2009,09:21:00,1.440,0.000,238.940,6.000,0.000,1.000,18.0
8/9/2009,10:38:00,1.358,0.198,240.390,5.600,0.000,1.000,18.0
26/3/2009,03:03:00,0.318,0.110,245.780,1.400,0.000,0.000,0.0
19/10/2009,19:50:00,0.760,0.060,243.130,3.000,0.000,0.000,1.0
11/8/2009,22:03:00,1.328,0.454,240.230,5.800,0.000,1.000,0.0
20/9/2008,12:30:00,2.098,0.136,237.690,8.800,0.000,0.000,29.0
9/12/2008,00:53:00,0.216,0.050,245.630,0.800,0.000,0.000,0.0
24/5/2009,18:49:00,5.058,0.414,236.220,21.400,0.000,0.000,18.0
1/6/2010,12:48:00,1.406,0.188,241.340,5.800,0.000,1.000,18.0
11/3/2007,14:00:00,1.838,0.162,238.680,7.800,0.000,0.000,17.0
26/1/2009,01:48:00,0.314,0.098,244.000,1.400,0.000,0.000,0.0
10/8/2010,23:10:00,0.158,0.000,242.280,0.600,0.000,0.000,1.0
19/9/2010,23:51:00,0.248,0.098,243.230,1.000,0.000,0.000,1.0
2/7/2009,16:04:00,0.614,0.116,242.190,2.600,0.000,0.000,1.0
8/9/2008,07:46:00,2.750,0.156,237.690,11.600,0.000,0.000,29.0
4/10/2009,00:19:00,0.646,0.086,240.370,2.600,0.000,0.000,1.0
10/3/2008,12:22:00,1.328,0.046,240.550,5.400,0.000,0.000,17.0
16/6/2007,14:10:00,2.132,0.300,240.530,9.000,0.000,1.000,18.0
7/3/2007,19:48:00,4.990,0.150,232.880,21.600,0.000,26.000,17.0
30/8/2009,05:46:00,1.434,0.218,241.470,6.000,0.000,0.000,18.0
17/9/2008,21:15:00,1.862,0.110,240.890,7.600,0.000,0.000,1.0
22/11/2010,04:13:00,0.404,0.222,245.16,1.8,0.0,2.0,0.0
12/4/2007,13:47:00,0.214,0.000,239.940,0.800,0.000,0.000,0.0
5/10/2007,09:29:00,1.240,0.068,236.970,5.200,0.000,0.000,18.0
2/6/2009,05:57:00,1.412,0.110,241.760,5.800,0.000,0.000,19.0
14/5/2008,11:11:00,2.998,0.278,237.260,13.400,29.000,1.000,18.0
24/2/2007,15:10:00,0.314,0.112,238.220,1.400,0.000,0.000,0.0
17/5/2010,14:24:00,1.530,0.202,242.970,6.200,0.000,0.000,18.0
2/10/2007,21:06:00,1.860,0.212,238.660,8.000,0.000,0.000,0.0
11/6/2007,03:43:00,0.230,0.102,241.450,1.200,0.000,2.000,0.0
14/1/2009,09:02:00,1.854,0.100,244.790,7.600,1.000,0.000,18.0
27/3/2007,17:29:00,1.220,0.184,241.800,5.400,0.000,0.000,15.0
21/5/2007,05:35:00,0.310,0.056,233.640,1.400,0.000,1.000,0.0
15/2/2010,11:30:00,1.394,0.000,242.340,5.600,0.000,0.000,19.0
4/2/2008,09:30:00,3.582,0.064,233.320,15.400,36.000,0.000,17.0
16/9/2009,21:35:00,2.106,0.000,237.790,8.800,1.000,0.000,18.0
14/2/2007,14:03:00,2.508,0.322,242.560,10.400,0.000,1.000,18.0
2/10/2010,18:11:00,0.750,0.058,241.700,3.000,0.000,0.000,0.0
27/11/2007,23:25:00,1.482,0.000,245.940,6.000,0.000,0.000,19.0
11/1/2008,18:14:00,1.392,0.078,238.200,5.800,0.000,0.000,0.0
19/10/2009,01:37:00,0.344,0.096,241.800,1.400,0.000,0.000,1.0
23/4/2010,22:24:00,0.246,0.000,241.510,1.000,0.000,0.000,1.0
9/5/2007,12:11:00,0.368,0.078,235.240,1.600,0.000,1.000,0.0
26/1/2008,17:05:00,1.942,0.056,238.780,8.200,0.000,0.000,18.0
7/8/2008,05:09:00,0.152,0.122,241.060,0.800,0.000,0.000,1.0
25/4/2010,15:46:00,0.420,0.212,241.470,1.800,0.000,0.000,1.0
20/7/2009,22:14:00,0.410,0.384,243.720,2.200,0.000,1.000,1.0
11/4/2010,23:31:00,0.314,0.052,241.440,1.400,0.000,0.000,1.0
28/11/2009,16:43:00,1.082,0.458,243.230,4.800,0.000,0.000,1.0
23/3/2010,17:17:00,0.930,0.000,242.450,5.200,11.000,0.000,1.0
2/12/2008,16:44:00,0.714,0.078,242.650,3.000,0.000,0.000,0.0
6/11/2009,05:53:00,1.302,0.000,240.840,5.400,0.000,0.000,19.0
5/7/2010,16:06:00,1.422,0.220,242.430,5.800,0.000,1.000,19.0
7/9/2008,13:01:00,6.056,0.410,235.690,25.600,75.000,0.000,17.0
23/5/2008,13:11:00,1.252,0.000,238.650,5.200,0.000,0.000,18.0
6/2/2007,08:27:00,3.652,0.182,235.510,15.400,37.000,0.000,17.0
22/10/2007,20:36:00,1.212,0.106,240.880,5.000,0.000,0.000,0.0
16/12/2008,17:31:00,1.040,0.100,241.860,5.400,0.000,0.000,0.0
12/8/2008,02:44:00,0.158,0.138,239.830,0.800,0.000,2.000,1.0
15/9/2007,14:59:00,1.410,0.226,239.510,6.000,0.000,1.000,18.0
10/4/2010,09:31:00,1.306,0.000,241.500,5.400,0.000,0.000,18.0
5/6/2008,19:59:00,3.068,0.382,232.060,13.200,37.000,1.000,1.0
18/8/2010,18:03:00,?,?,?,?,?,?,
29/12/2006,23:19:00,2.050,0.192,241.330,9.200,0.000,30.000,0.0
8/11/2009,10:00:00,2.040,0.100,240.420,8.400,2.000,0.000,18.0
28/9/2008,17:01:00,1.446,0.164,241.370,6.000,0.000,0.000,19.0
29/6/2009,00:16:00,0.574,0.116,244.650,2.400,0.000,0.000,1.0
16/5/2010,12:46:00,0.624,0.128,239.550,2.600,0.000,0.000,1.0
30/10/2009,02:10:00,0.256,0.000,243.370,1.000,0.000,0.000,1.0
23/7/2009,01:50:00,1.174,0.108,241.370,4.800,0.000,2.000,1.0
26/11/2010,09:54:00,1.286,0.058,241.08,5.2,0.0,0.0,17.0
8/8/2007,21:17:00,0.238,0.082,235.800,1.200,0.000,0.000,0.0
19/1/2009,03:44:00,0.316,0.072,247.940,1.200,0.000,0.000,0.0
15/9/2010,14:56:00,0.784,0.096,242.980,4.200,0.000,2.000,1.0
1/7/2009,22:53:00,0.426,0.298,247.730,2.000,0.000,1.000,1.0
9/10/2007,16:35:00,1.598,0.148,238.980,6.600,0.000,4.000,18.0
11/3/2007,15:45:00,3.324,0.110,238.860,15.600,1.000,44.000,0.0
23/4/2010,12:54:00,1.510,0.000,239.110,6.200,0.000,0.000,18.0
26/10/2010,14:20:00,0.282,0.000,248.710,1.200,0.000,0.000,0.0
14/8/2008,22:24:00,0.156,0.126,242.710,0.800,0.000,0.000,1.0
13/7/2010,12:45:00,0.532,0.158,241.140,2.400,0.000,1.000,0.0
11/3/2010,19:16:00,2.524,0.210,238.350,10.600,0.000,2.000,18.0
30/4/2007,10:52:00,?,?,?,?,?,?,
22/3/2007,12:17:00,0.286,0.074,241.810,1.200,0.000,2.000,0.0
28/5/2009,04:06:00,0.414,0.168,232.130,2.000,0.000,0.000,1.0
21/11/2007,00:28:00,0.324,0.066,244.450,1.400,0.000,0.000,0.0
16/7/2009,18:24:00,0.378,0.350,243.540,2.000,0.000,1.000,1.0
29/4/2009,10:41:00,0.338,0.048,238.410,1.600,0.000,0.000,0.0
17/9/2008,06:31:00,0.190,0.056,240.420,0.800,0.000,0.000,0.0
27/3/2009,10:42:00,1.422,0.080,239.790,5.800,0.000,0.000,18.0
30/5/2007,22:23:00,1.024,0.000,234.520,4.400,1.000,0.000,0.0
9/11/2009,05:28:00,0.248,0.000,245.590,1.000,0.000,0.000,1.0
5/7/2010,23:22:00,1.568,0.156,241.910,6.400,0.000,1.000,1.0
3/2/2008,14:15:00,2.006,0.364,241.340,8.400,2.000,0.000,18.0
29/8/2009,06:54:00,1.228,0.000,242.620,5.000,0.000,0.000,19.0
21/10/2007,21:07:00,3.440,0.064,236.000,14.800,1.000,0.000,17.0
10/2/2008,13:40:00,1.706,0.206,242.690,7.000,1.000,2.000,18.0
6/1/2008,21:04:00,3.376,0.000,234.930,14.400,0.000,0.000,17.0
8/3/2009,19:04:00,1.624,0.140,239.930,6.800,0.000,0.000,0.0
15/3/2007,18:34:00,1.826,0.262,239.020,7.600,0.000,2.000,17.0
16/2/2007,13:53:00,0.434,0.254,240.580,2.000,0.000,1.000,0.0
3/11/2010,14:17:00,0.358,0.12,244.51,1.6,0.0,0.0,0.0
7/6/2009,11:19:00,0.396,0.068,238.360,1.800,0.000,0.000,0.0
18/9/2009,23:03:00,1.550,0.000,245.180,6.200,0.000,0.000,1.0
28/8/2008,22:24:00,0.082,0.000,242.110,0.200,0.000,0.000,1.0
5/4/2008,12:43:00,1.586,0.116,239.600,6.600,0.000,0.000,18.0
30/8/2008,09:55:00,0.200,0.162,239.980,1.200,0.000,2.000,1.0
22/9/2007,14:04:00,3.586,0.146,234.930,15.200,37.000,1.000,17.0
1/2/2009,20:07:00,3.212,0.000,239.510,13.400,0.000,0.000,17.0
31/5/2009,04:39:00,0.142,0.000,243.410,0.600,0.000,0.000,0.0
31/8/2009,14:37:00,1.326,0.066,234.580,5.600,0.000,2.000,17.0
23/1/2009,00:36:00,0.378,0.100,247.430,1.600,0.000,0.000,0.0
27/4/2007,03:34:00,0.178,0.068,236.510,0.800,0.000,0.000,0.0
25/1/2010,08:31:00,1.450,0.092,243.270,5.800,0.000,0.000,19.0
24/5/2009,16:28:00,1.396,0.000,241.680,5.800,0.000,0.000,19.0
17/12/2006,19:14:00,3.222,0.350,233.950,14.200,0.000,1.000,17.0
15/1/2007,01:51:00,1.252,0.000,238.470,5.200,0.000,0.000,17.0
6/5/2008,05:17:00,0.344,0.120,240.270,1.400,0.000,0.000,1.0
20/9/2010,19:07:00,1.312,0.340,239.670,6.600,12.000,0.000,1.0
21/10/2008,01:54:00,0.492,0.182,238.540,2.200,0.000,1.000,0.0
1/4/2007,14:29:00,1.938,0.074,242.690,8.400,0.000,0.000,18.0
27/11/2008,02:06:00,1.356,0.068,245.300,5.600,0.000,0.000,0.0
19/10/2010,17:41:00,0.710,0.058,242.000,2.800,0.000,1.000,0.0
8/6/2007,02:21:00,0.198,0.000,234.820,0.800,0.000,0.000,0.0
11/2/2008,11:25:00,1.404,0.066,240.830,5.800,0.000,0.000,18.0
24/6/2008,03:51:00,0.212,0.080,238.750,0.800,0.000,0.000,0.0
17/3/2008,19:24:00,1.022,0.196,237.060,4.400,0.000,1.000,0.0
21/12/2007,15:59:00,1.458,0.102,243.570,6.000,0.000,0.000,18.0
6/11/2010,03:35:00,0.38,0.11,241.47,1.6,0.0,0.0,1.0
29/6/2010,06:16:00,0.242,0.116,243.390,1.000,0.000,1.000,1.0
12/11/2009,00:17:00,0.324,0.114,245.250,1.400,0.000,0.000,1.0
2/8/2009,03:51:00,0.238,0.136,242.170,1.000,0.000,0.000,0.0
17/11/2009,17:30:00,1.078,0.218,241.450,4.400,0.000,1.000,1.0
22/11/2007,13:35:00,1.418,0.090,240.080,5.800,0.000,0.000,18.0
17/2/2007,10:15:00,1.480,0.224,236.550,6.200,0.000,1.000,17.0
1/8/2009,06:32:00,0.308,0.242,242.220,1.600,0.000,0.000,1.0
23/7/2010,08:56:00,1.984,0.272,237.120,8.400,0.000,2.000,30.0
20/7/2008,22:54:00,0.252,0.080,241.930,1.200,0.000,0.000,1.0
26/1/2010,14:36:00,0.920,0.200,248.440,3.800,0.000,0.000,0.0
