,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
37526,3.29,0.162,233.21,14.0,0,0,17,14,1,17
37527,1.426,0.522,238.45,7.4,13,2,1,5,6,16
37528,0.258,0.0,243.71,1.0,0,0,0,14,5,0
37529,0.18,0.094,235.65,0.8,0,0,0,5,8,0
37530,1.168,0.456,238.76,5.8,0,0,6,21,9,6
37531,0.374,0.096,245.22,1.6,0,0,1,30,11,1
37532,0.356,0.058,239.2,1.6,0,0,0,1,3,0
37533,1.744,0.16,235.23,7.4,0,0,17,6,10,17
37534,1.566,0.232,238.05,6.8,0,18,0,1,10,18
37535,1.522,0.31,241.86,6.4,0,0,11,24,9,11
37536,0.828,0.07,241.13,3.4,0,1,0,10,4,1
37537,1.356,0.122,240.45,5.6,0,0,17,12,1,17
37538,0.222,0.0,243.96,1.0,0,0,0,24,1,0
37539,1.67,0.13,242.21,7.2,0,24,0,17,12,24
37540,1.262,0.196,233.14,5.4,0,0,17,6,8,17
37541,0.368,0.118,243.01,1.6,0,0,0,11,4,0
37542,1.466,0.108,240.69,6.0,0,0,18,8,4,18
37543,0.806,0.336,242.72,3.6,0,1,1,22,4,2
37544,1.414,0.0,241.64,5.8,0,0,18,30,8,18
37545,0.216,0.0,248.58,0.8,0,0,0,26,12,0
37546,0.142,0.054,239.66,0.6,0,0,0,23,9,0
37547,2.234,0.0,238.96,9.4,0,0,17,8,1,17
37548,0.348,0.128,241.06,1.4,0,0,1,6,5,1
37549,0.322,0.154,245.71,1.4,0,2,1,11,12,3
37550,0.378,0.116,244.87,1.6,0,0,0,24,3,0
37551,0.922,0.0,241.72,3.8,0,0,1,29,4,1
37552,0.634,0.118,239.26,2.6,0,5,1,11,10,6
37553,1.386,0.0,241.2,5.6,0,0,18,12,6,18
37554,1.302,0.14,239.16,5.4,0,0,18,1,8,18
37555,1.37,0.068,241.27,5.6,0,0,18,30,12,18
37556,0.636,0.154,237.38,3.0,0,0,0,30,10,0
37557,2.468,0.0,239.75,10.2,0,37,1,4,7,38
37558,1.338,0.084,231.19,5.8,0,2,17,27,5,19
37559,1.408,0.068,244.85,5.6,0,0,19,2,12,19
37560,0.324,0.0,242.28,1.4,0,0,0,30,1,0
37561,0.228,0.228,239.36,1.2,0,1,0,17,8,1
37562,3.998,0.138,235.9,17.0,0,1,17,15,11,18
37563,0.492,0.208,244.99,2.2,0,1,0,18,2,1
37564,0.246,0.0,242.38,1.2,0,0,1,6,6,1
37565,2.056,0.22,239.95,8.6,0,2,18,2,10,20
37566,0.496,0.216,239.79,2.4,0,0,1,19,4,1
37567,0.08,0.0,240.41,0.2,0,0,1,15,8,1
37568,2.922,0.0,236.43,12.2,0,0,17,8,10,17
37569,1.754,0.222,243.49,7.2,0,0,19,31,1,19
37570,0.89,0.364,241.91,4.0,0,0,9,10,4,9
37571,1.59,0.166,238.14,6.6,1,0,0,20,2,1
37572,0.536,0.106,237.6,2.6,0,1,0,20,5,1
37573,2.042,0.136,236.21,8.6,0,0,0,19,11,0
37574,1.338,0.054,236.7,5.6,1,0,17,21,11,18
37575,0.42,0.348,241.56,2.2,0,2,1,13,8,3
37576,1.42,0.104,241.71,5.8,0,0,19,25,4,19
37577,1.732,0.0,240.13,7.2,0,0,0,15,3,0
37578,0.338,0.08,242.86,1.4,0,0,0,28,3,0
37579,0.38,0.082,242.74,1.6,0,0,0,18,11,0
37580,0.326,0.088,242.57,1.4,0,0,0,25,3,0
37581,2.096,0.348,243.58,8.6,1,1,19,29,11,21
37582,0.3,0.076,240.91,1.2,0,0,0,7,4,0
37583,5.692,0.268,235.25,24.2,37,31,17,6,12,85
37584,0.546,0.062,239.56,2.4,0,0,0,5,12,0
37585,0.328,0.102,242.99,1.4,0,0,0,26,9,0
37586,1.372,0.214,238.72,5.8,0,1,18,3,9,19
37587,1.648,0.156,241.1,6.8,0,0,18,14,2,18
37588,0.772,0.06,241.49,3.2,0,1,0,29,10,1
37589,2.096,0.168,238.35,8.8,0,0,18,6,3,18
37590,0.486,0.0,244.06,2.0,0,0,0,19,5,0
37591,0.508,0.454,243.53,2.8,0,0,0,10,1,0
37592,1.444,0.084,242.71,5.8,0,0,18,12,5,18
37593,0.122,0.0,241.56,0.6,0,0,0,23,6,0
37594,0.234,0.0,247.09,1.0,0,0,0,9,1,0
37595,1.312,0.106,242.23,5.4,0,0,19,12,9,19
37596,0.272,0.0,242.2,1.2,0,0,0,3,3,0
37597,0.692,0.126,242.97,2.8,0,0,1,15,7,1
37598,0.412,0.094,240.37,1.8,0,0,0,1,2,0
37599,0.688,0.116,238.29,3.0,0,0,10,19,8,10
37600,0.446,0.066,241.01,1.8,0,0,1,19,5,1
37601,1.79,0.322,239.72,7.6,0,1,0,1,9,1
37602,0.326,0.146,244.83,1.4,0,0,0,27,1,0
37603,1.338,0.0,243.61,5.4,0,0,19,28,10,19
37604,0.402,0.218,244.21,1.8,0,0,0,1,4,0
37605,0.358,0.056,237.54,1.4,0,0,0,28,6,0
37606,1.3,0.45,240.1,5.6,0,1,1,31,8,2
37607,0.57,0.128,242.4,2.4,0,0,0,23,11,0
37608,0.354,0.15,247.7,1.4,0,0,1,14,3,1
37609,0.898,0.186,241.7,3.8,0,0,12,1,10,12
37610,1.268,0.06,231.83,5.4,0,1,16,8,8,17
37611,1.364,0.072,237.83,5.8,0,0,17,6,3,17
37612,1.794,0.202,239.09,7.6,0,0,18,14,11,18
37613,0.738,0.114,237.33,3.2,0,0,0,15,5,0
37614,2.338,0.154,238.8,10.2,0,0,17,12,9,17
37615,0.386,0.116,238.52,1.6,0,0,0,19,4,0
37616,0.36,0.108,231.67,1.6,0,0,1,27,5,1
37617,1.544,0.334,239.71,6.6,0,1,18,23,4,19
37618,0.136,0.0,236.02,0.6,0,0,1,3,8,1
37619,0.222,0.0,243.55,1.0,0,0,0,28,2,0
37620,0.38,0.244,249.27,1.8,0,1,0,20,12,1
37621,1.444,0.102,240.25,6.0,0,0,19,25,2,19
37622,0.404,0.0,247.99,1.8,0,0,0,3,12,0
37623,2.042,0.156,240.6,8.4,0,0,29,22,5,29
37624,0.222,0.0,244.2,1.0,0,0,0,26,11,0
37625,0.238,0.0,245.07,1.0,0,0,0,24,11,0
37626,0.32,0.158,242.91,1.4,1,0,0,13,8,1
37627,0.682,0.398,238.93,3.2,0,0,0,20,1,0
37628,1.398,0.086,241.56,5.8,0,0,18,15,2,18
37629,1.528,0.116,239.58,6.4,0,0,0,5,11,0
37630,1.638,0.16,239.17,6.8,0,4,18,15,8,22
37631,0.338,0.28,242.66,1.8,0,1,1,10,8,2
37632,0.278,0.104,240.27,1.2,0,0,1,6,6,1
37633,1.402,0.062,240.04,5.8,0,1,18,24,1,19
37634,1.518,0.0,245.34,6.2,0,0,0,30,1,0
37635,0.15,0.0,239.32,0.6,0,0,1,21,7,1
37636,1.54,0.244,245.55,6.2,0,0,19,30,12,19
37637,0.406,0.0,241.64,1.8,0,0,1,6,6,1
37638,1.944,0.076,239.36,8.2,0,0,18,9,5,18
37639,0.796,0.218,238.42,3.6,0,0,1,8,6,1
37640,6.734,0.0,234.44,28.8,0,63,14,24,11,77
37641,0.266,0.0,242.02,1.0,0,0,1,12,4,1
37642,0.238,0.0,243.15,1.0,0,0,1,7,12,1
37643,1.292,0.0,240.61,5.2,0,0,18,15,1,18
37644,1.444,0.078,243.88,5.8,0,0,0,17,1,0
37645,1.994,0.196,240.0,8.2,0,0,1,22,1,1
37646,1.356,0.17,238.11,5.8,0,1,1,21,9,2
37647,0.376,0.346,238.58,2.0,0,1,0,4,8,1
37648,1.956,0.0,245.25,8.4,0,23,0,8,4,23
37649,0.866,0.0,242.84,3.4,1,0,1,8,10,2
37650,2.296,0.052,235.9,9.6,0,0,17,19,1,17
37651,0.318,0.252,244.12,1.6,0,1,0,8,7,1
37652,0.224,0.11,241.41,1.0,0,0,1,29,9,1
37653,0.356,0.206,239.67,1.6,0,1,0,14,4,1
37654,3.342,0.45,236.25,14.2,0,1,18,25,10,19
37655,1.1,0.076,242.05,4.4,0,0,1,8,4,1
37656,0.43,0.0,243.14,2.0,0,0,0,14,7,0
37657,1.294,0.236,241.25,5.4,0,0,0,4,10,0
37658,0.328,0.13,242.39,1.4,1,0,1,21,7,2
37659,0.928,0.224,243.06,3.8,0,0,12,16,9,12
37660,0.232,0.112,241.25,1.0,0,1,1,7,7,2
37661,0.312,0.0,233.4,1.4,0,0,1,28,5,1
37662,0.54,0.064,241.12,3.0,0,0,0,27,11,0
37663,0.616,0.186,243.99,3.0,0,0,6,6,9,6
37664,1.318,0.0,240.75,5.4,0,0,18,27,11,18
37665,0.776,0.0,238.85,3.4,0,0,0,4,1,0
37666,0.302,0.142,238.34,1.4,0,1,0,10,5,1
37667,0.198,0.0,234.74,1.2,0,0,0,4,5,0
37668,1.414,0.062,240.17,5.8,0,0,19,24,10,19
37669,2.776,0.102,239.33,11.6,0,0,18,18,12,18
37670,0.308,0.08,246.19,1.2,0,0,0,19,11,0
37671,2.496,0.068,239.57,10.4,0,39,0,13,6,39
37672,1.556,0.212,240.1,6.4,0,0,19,16,4,19
37673,0.368,0.0,241.24,1.4,0,0,0,2,1,0
37674,1.324,0.054,241.55,5.4,0,0,18,11,5,18
37675,1.52,0.188,239.28,6.4,0,0,1,15,9,1
37676,0.304,0.0,244.51,1.6,0,0,0,23,3,0
37677,1.554,0.19,239.78,6.4,0,0,18,25,12,18
37678,1.55,0.0,240.84,6.4,0,0,18,16,12,18
37679,0.314,0.05,245.58,1.2,0,0,0,16,2,0
37680,0.374,0.09,239.51,1.6,0,0,0,2,3,0
37681,0.168,0.0,241.5,0.8,0,0,0,30,6,0
37682,1.332,0.0,240.54,5.4,0,0,18,19,2,18
37683,0.35,0.116,242.23,1.4,0,0,0,24,4,0
37684,0.206,0.0,243.1,0.8,0,0,0,3,11,0
37685,0.41,0.174,248.9,1.8,0,2,0,6,1,2
37686,0.394,0.218,242.75,1.8,0,0,0,3,4,0
37687,0.254,0.132,240.93,1.2,0,0,1,11,5,1
37688,0.198,0.068,232.84,0.8,0,0,0,17,7,0
37689,2.548,0.326,240.4,10.6,0,1,0,4,2,1
37690,1.748,0.086,237.94,7.2,0,3,18,9,11,21
37691,2.134,0.276,240.97,8.8,0,1,30,29,9,31
37692,0.24,0.106,239.32,1.2,0,2,1,14,8,3
37693,2.892,0.162,236.65,12.2,0,1,17,31,10,18
37694,0.254,0.092,243.44,1.2,0,1,0,13,6,1
37695,1.608,0.07,233.84,6.8,0,1,0,1,10,1
37696,0.312,0.066,241.38,1.2,0,0,1,15,7,1
37697,0.37,0.202,235.19,1.8,0,0,1,5,6,1
37698,0.24,0.05,235.43,1.2,0,0,0,4,6,0
37699,0.77,0.214,241.41,3.4,0,1,0,26,12,1
37700,0.37,0.346,238.54,2.0,0,1,1,4,8,2
37701,0.216,0.0,241.67,0.8,0,0,0,9,4,0
37702,0.194,0.116,240.65,1.0,0,1,0,22,6,1
37703,0.404,0.216,237.69,1.8,0,1,0,12,10,1
37704,0.598,0.16,239.25,2.6,1,1,1,16,6,3
37705,0.212,0.0,239.42,0.8,0,0,0,25,2,0
37706,0.382,0.086,239.94,1.6,0,0,0,11,7,0
37707,1.81,0.338,241.4,7.8,2,1,16,6,6,19
37708,0.114,0.0,243.52,0.6,0,0,0,20,9,0
37709,0.188,0.0,241.31,0.8,0,0,1,15,9,1
37710,0.336,0.214,242.13,1.8,0,0,0,2,8,0
37711,0.336,0.176,241.97,1.6,0,0,0,6,1,0
37712,1.642,0.256,240.12,6.8,0,1,19,11,10,20
37713,1.192,0.0,239.46,5.0,0,0,18,31,5,18
37714,1.32,0.066,240.31,5.4,0,0,18,22,1,18
37715,2.23,0.184,240.17,9.2,0,0,18,20,1,18
37716,0.34,0.0,244.7,1.4,0,0,0,21,11,0
37717,0.908,0.18,241.95,4.0,0,0,0,16,11,0
37718,0.322,0.096,246.52,1.4,0,0,0,26,3,0
37719,0.36,0.188,236.52,1.8,0,2,0,1,5,2
37720,0.348,0.126,242.05,1.4,0,0,0,30,12,0
37721,0.104,0.0,237.86,0.4,0,0,0,13,8,0
37722,0.204,0.0,241.9,0.8,0,0,0,29,10,0
37723,1.408,0.098,241.13,5.8,0,1,19,23,4,20
37724,0.196,0.0,240.72,0.8,0,0,1,24,6,1
37725,0.916,0.25,239.53,4.0,0,0,11,20,9,11
37726,0.21,0.112,242.36,1.0,0,2,0,8,9,2
37727,1.318,0.0,238.14,5.4,0,0,17,23,2,17
37728,0.264,0.074,240.88,1.2,0,1,1,3,9,2
37729,0.324,0.238,241.78,1.6,0,0,0,16,7,0
37730,2.632,0.2,238.61,11.0,0,0,18,2,12,18
37731,0.252,0.12,240.96,1.2,0,0,0,10,8,0
37732,3.792,0.122,236.64,16.0,0,0,17,31,12,17
37733,0.3,0.0,244.16,1.4,0,0,0,5,4,0
37734,0.908,0.114,239.9,3.8,0,0,13,1,9,13
37735,0.18,0.0,241.13,0.8,0,0,1,19,5,1
37736,3.48,0.274,233.45,15.0,0,0,17,28,3,17
37737,1.846,0.214,244.18,7.6,0,1,19,10,2,20
37738,0.218,0.0,242.89,0.8,0,0,0,28,2,0
37739,0.42,0.118,239.15,2.0,0,0,1,12,6,1
37740,0.322,0.148,246.11,1.4,0,0,0,28,2,0
37741,4.168,0.33,239.61,17.4,1,38,18,21,2,57
37742,0.288,0.08,245.0,1.2,0,0,0,28,12,0
37743,3.842,0.162,241.06,15.8,0,0,18,25,1,18
37744,0.502,0.32,238.97,2.4,0,1,1,10,4,2
37745,0.262,0.0,245.26,1.0,0,0,0,2,3,0
37746,0.312,0.268,240.52,1.6,0,1,0,5,7,1
37747,0.276,0.0,239.02,1.2,0,0,0,20,9,0
37748,3.156,0.242,233.27,13.6,0,0,16,29,9,16
37749,0.4,0.198,239.97,1.8,0,0,1,8,5,1
37750,1.618,0.0,241.48,6.8,0,0,18,15,1,18
37751,0.336,0.1,242.93,1.4,0,2,0,29,4,2
37752,0.562,0.42,242.67,2.8,0,1,0,27,4,1
37753,0.402,0.232,246.97,1.8,0,1,0,15,1,1
37754,0.328,0.12,241.5,1.4,0,0,0,12,4,0
37755,1.388,0.084,242.6,5.6,0,2,18,28,3,20
37756,0.372,0.124,243.05,1.6,0,0,1,17,4,1
37757,0.442,0.192,241.11,2.0,0,1,1,11,10,2
37758,1.13,0.3,243.03,4.8,0,2,1,24,11,3
37759,2.626,0.068,236.25,11.0,0,0,17,3,4,17
37760,1.25,0.0,234.81,5.2,0,0,16,2,8,16
37761,0.324,0.058,243.49,1.4,0,0,0,25,3,0
37762,2.75,0.0,238.27,11.4,0,0,17,11,11,17
37763,1.202,0.048,238.7,5.0,0,0,1,11,5,1
37764,0.214,0.0,239.94,0.8,0,0,0,7,3,0
37765,0.398,0.0,242.61,1.6,0,0,1,19,7,1
37766,2.39,0.094,240.59,9.8,0,1,0,20,2,1
37767,0.434,0.05,244.58,2.2,0,0,0,21,3,0
37768,0.446,0.248,249.0,2.0,0,1,1,27,10,2
37769,0.156,0.0,240.7,0.6,0,0,1,7,8,1
37770,0.334,0.124,243.86,1.4,0,0,1,21,1,1
37771,1.36,0.284,242.52,5.6,0,0,0,4,10,0
37772,0.24,0.0,241.73,1.0,0,0,0,18,10,0
37773,1.474,0.112,242.26,6.0,1,0,18,28,11,19
37774,0.464,0.0,243.14,2.0,0,0,0,28,10,0
37775,1.502,0.136,237.39,6.2,0,1,18,17,6,19
37776,1.382,0.104,241.87,5.8,0,0,18,4,9,18
37777,0.418,0.242,243.25,2.0,0,2,0,19,3,2
37778,0.776,0.456,240.25,3.6,1,2,0,9,5,3
37779,0.24,0.14,239.83,1.2,0,0,0,9,7,0
37780,0.292,0.07,240.13,1.2,0,0,1,31,10,1
37781,4.868,0.0,233.84,20.8,0,1,17,16,12,18
37782,1.364,0.0,239.55,5.6,0,0,18,21,2,18
37783,3.998,0.202,238.44,16.6,38,1,18,9,3,57
37784,0.712,0.198,242.05,3.8,0,1,5,20,9,6
37785,0.36,0.214,241.45,1.8,0,0,1,26,7,1
37786,1.294,0.102,244.18,5.2,0,1,0,19,10,1
37787,0.334,0.386,242.45,2.0,0,2,0,8,8,2
37788,0.348,0.088,243.99,1.4,0,1,0,22,12,1
37789,3.134,0.0,236.98,13.2,0,0,17,8,12,17
37790,1.324,0.0,240.14,5.4,0,0,19,21,4,19
37791,1.476,0.056,245.23,6.0,0,0,0,6,1,0
37792,0.308,0.062,239.96,1.4,0,0,0,11,10,0
37793,1.162,0.616,241.91,5.6,0,0,1,7,11,1
37794,1.242,0.068,236.86,5.2,0,0,18,26,6,18
37795,0.338,0.096,241.68,1.4,0,1,0,3,3,1
37796,0.322,0.07,243.79,1.4,0,0,0,21,12,0
37797,0.394,0.196,238.93,1.8,0,1,1,28,3,2
37798,0.294,0.08,240.95,1.2,0,0,1,17,11,1
37799,0.254,0.066,244.1,1.2,0,0,0,11,1,0
37800,0.614,0.13,244.1,2.6,0,0,0,1,3,0
37801,0.204,0.0,241.45,0.8,0,0,0,28,10,0
37802,0.152,0.0,238.25,0.6,0,0,0,31,7,0
37803,1.29,0.0,241.08,5.2,0,0,18,7,3,18
37804,2.328,0.0,239.89,9.6,0,0,18,18,1,18
37805,1.208,0.204,239.41,5.0,0,2,0,11,11,2
37806,1.416,0.066,240.24,5.8,2,0,18,28,3,20
37807,0.26,0.0,244.32,1.2,0,0,0,4,11,0
37808,1.9,0.102,238.61,8.0,0,0,30,6,7,30
37809,1.418,0.056,241.6,5.8,0,0,18,28,2,18
37810,0.352,0.134,243.26,1.8,0,0,1,1,6,1
37811,1.254,0.58,240.73,5.6,0,0,13,16,8,13
37812,0.926,0.304,241.13,4.0,0,0,13,12,8,13
37813,0.512,0.118,240.23,2.4,0,0,0,9,5,0
37814,1.768,0.06,241.78,7.2,0,0,19,26,1,19
37815,1.4,0.0,237.4,5.8,2,0,18,12,9,20
37816,0.226,0.116,240.4,1.0,0,0,0,12,7,0
37817,1.454,0.176,242.34,6.0,0,1,18,2,2,19
37818,0.256,0.12,240.95,1.2,0,0,1,12,8,1
37819,1.524,0.092,241.97,6.2,1,0,19,12,2,20
37820,0.334,0.282,242.64,1.8,0,2,0,12,8,2
37821,0.974,0.0,242.86,4.4,0,10,0,15,3,10
37822,2.73,0.174,241.35,11.2,38,0,0,5,11,38
37823,0.272,0.0,242.3,1.2,0,0,0,30,4,0
37824,0.588,0.236,243.35,2.6,0,1,0,2,10,1
37825,0.834,0.168,242.4,3.4,0,2,0,11,12,2
37826,3.832,0.282,233.95,16.6,0,24,17,31,8,41
37827,0.292,0.104,243.84,1.2,0,1,0,24,2,1
37828,0.212,0.11,238.96,1.0,0,0,0,10,5,0
37829,2.076,0.28,241.16,9.0,0,31,0,30,9,31
37830,0.486,0.388,247.98,2.4,0,1,0,24,12,1
37831,0.56,0.108,242.58,2.4,0,1,0,13,1,1
37832,0.344,0.086,241.42,1.4,0,0,1,13,4,1
37833,0.436,0.0,244.19,2.0,0,0,0,1,11,0
37834,0.47,0.336,244.62,2.2,0,1,0,20,3,1
37835,3.27,0.108,242.51,13.4,39,2,0,8,1,41
37836,1.774,0.16,241.02,7.4,0,0,18,19,2,18
37837,2.07,0.102,236.17,8.6,0,2,17,27,3,19
37838,1.402,0.062,245.23,5.6,0,0,19,16,3,19
37839,0.648,0.286,239.4,2.8,2,1,0,16,6,3
37840,1.76,0.218,241.55,7.2,0,0,1,16,5,1
37841,1.296,0.154,242.23,6.6,0,12,0,13,2,12
37842,2.922,0.132,237.9,12.4,0,28,18,27,5,46
37843,0.576,0.426,246.6,2.8,0,1,1,12,9,2
37844,4.986,0.166,230.5,21.6,0,35,17,16,3,52
37845,1.092,0.338,242.55,4.6,0,2,12,17,7,14
37846,0.56,0.216,243.38,2.6,0,0,1,15,5,1
37847,0.19,0.114,241.42,0.8,0,0,0,20,8,0
37848,0.512,0.0,242.9,2.0,0,0,1,8,10,1
37849,0.322,0.066,243.21,1.4,0,0,0,27,4,0
37850,0.232,0.0,244.25,0.8,0,0,1,5,10,1
37851,0.216,0.0,244.18,0.8,0,0,0,14,2,0
37852,2.636,0.362,238.2,11.0,0,37,0,5,7,37
37853,0.222,0.0,242.11,1.0,0,0,0,8,2,0
37854,0.222,0.0,245.71,0.8,0,0,0,21,12,0
37855,0.15,0.122,240.02,0.8,0,0,1,8,8,1
37856,1.502,0.08,241.27,6.2,0,0,18,15,1,18
37857,0.646,0.078,244.07,2.6,0,0,0,10,3,0
37858,0.622,0.184,239.13,2.6,0,0,0,3,12,0
37859,0.696,0.226,240.84,3.0,0,2,1,10,6,3
37860,1.96,0.278,242.49,8.2,0,1,0,19,10,1
37861,1.028,0.348,239.73,4.4,0,0,11,5,10,11
37862,0.202,0.144,242.78,1.0,0,0,0,15,8,0
37863,1.48,0.118,245.21,6.0,0,0,19,15,3,19
37864,0.33,0.0,248.12,1.4,0,0,0,15,12,0
37865,3.646,0.232,238.99,15.2,38,0,18,17,6,56
37866,0.422,0.252,247.1,2.0,0,0,0,24,12,0
37867,0.238,0.096,244.06,1.0,0,0,0,30,5,0
37868,0.972,0.078,247.99,4.0,0,4,0,18,12,4
37869,3.21,0.112,238.96,13.4,0,0,18,29,3,18
37870,0.404,0.188,241.76,1.8,0,0,0,25,11,0
37871,1.47,0.2,242.08,6.0,0,0,18,12,11,18
37872,0.232,0.082,240.26,1.0,0,2,0,9,7,2
37873,0.392,0.218,238.13,1.8,0,2,0,3,11,2
37874,0.662,0.074,239.77,2.8,0,0,1,15,10,1
37875,0.304,0.222,238.22,1.6,0,0,0,3,8,0
37876,0.266,0.0,244.2,1.0,0,0,0,20,5,0
37877,0.356,0.15,245.91,1.6,0,0,0,7,9,0
37878,0.266,0.0,242.51,1.2,0,0,0,8,3,0
37879,0.296,0.098,245.41,1.2,0,0,0,21,12,0
37880,0.806,0.31,240.73,3.6,0,0,1,13,6,1
37881,0.436,0.076,239.03,1.8,0,0,0,22,11,0
37882,1.862,0.066,240.49,7.6,2,1,1,6,4,4
37883,2.502,0.21,243.44,10.2,0,2,0,23,12,2
37884,0.282,0.108,241.59,1.2,0,2,1,26,9,3
37885,1.4,0.106,239.17,5.8,0,0,17,10,1,17
37886,0.08,0.0,240.52,0.2,0,0,0,9,8,0
37887,0.986,0.236,242.82,4.2,0,0,12,4,5,12
37888,2.018,0.28,238.8,8.6,0,1,1,14,4,2
37889,1.39,0.048,237.37,5.8,0,0,18,20,3,18
37890,0.346,0.08,242.4,1.4,0,0,1,27,2,1
37891,0.894,0.0,240.82,3.6,0,1,1,9,9,2
37892,2.574,0.322,233.52,11.0,0,0,16,4,10,16
37893,0.318,0.246,239.21,1.6,0,1,0,4,8,1
37894,1.136,0.36,240.46,4.8,0,0,12,11,8,12
37895,0.258,0.0,244.18,1.0,0,0,0,23,4,0
37896,0.08,0.0,239.76,0.2,0,0,1,19,8,1
37897,0.19,0.058,242.8,0.8,0,0,1,11,8,1
37898,0.418,0.22,240.11,2.0,0,0,1,3,6,1
37899,1.402,0.066,238.49,5.8,0,1,18,25,6,19
37900,0.884,0.126,239.73,3.6,0,1,11,8,10,12
37901,0.314,0.116,239.4,1.4,0,0,0,26,2,0
37902,0.506,0.214,244.7,2.2,0,1,0,15,10,1
37903,0.252,0.162,245.54,1.2,0,0,0,20,7,0
37904,0.996,0.296,239.23,4.2,0,0,11,14,10,11
37905,4.188,0.26,241.7,17.2,40,0,18,4,4,58
37906,1.688,0.116,238.87,7.0,0,0,17,20,1,17
37907,0.21,0.046,237.4,0.8,0,0,0,1,6,0
37908,0.318,0.124,241.42,1.4,0,0,0,1,3,0
37909,0.378,0.082,241.49,1.6,0,0,1,6,10,1
37910,1.034,0.068,241.38,4.2,0,0,0,27,7,0
37911,0.286,0.054,243.67,1.2,0,0,0,28,10,0
37912,2.286,0.06,243.0,9.6,0,0,18,14,2,18
37913,0.308,0.222,241.46,1.6,0,0,1,23,6,1
37914,0.3,0.0,239.47,1.4,0,0,1,18,3,1
37915,0.254,0.122,242.27,1.2,0,0,0,21,7,0
37916,0.632,0.196,235.87,2.8,0,0,0,7,5,0
37917,2.558,0.16,231.97,11.0,0,0,17,17,12,17
37918,0.408,0.198,242.14,1.8,0,0,1,28,4,1
37919,0.346,0.076,241.84,1.4,0,0,1,21,10,1
37920,0.284,0.204,233.14,1.4,0,1,0,19,7,1
37921,0.898,0.342,240.36,4.0,0,2,0,14,12,2
37922,3.81,0.09,237.37,16.0,35,0,18,21,2,53
37923,0.622,0.0,239.66,2.6,0,0,0,6,11,0
37924,0.432,0.0,244.2,2.0,0,0,0,1,12,0
37925,1.842,0.304,239.67,8.4,0,0,17,19,6,17
37926,0.342,0.058,244.65,1.4,0,0,0,4,12,0
37927,1.592,0.144,237.08,6.6,0,0,17,11,10,17
37928,1.936,0.27,241.89,8.0,0,2,1,21,10,3
37929,0.082,0.0,243.66,0.2,0,0,0,10,8,0
37930,0.374,0.082,247.8,1.6,0,0,0,8,1,0
37931,0.204,0.0,235.02,0.8,0,0,0,7,6,0
37932,0.244,0.126,242.69,1.2,0,1,1,21,7,2
37933,0.224,0.096,239.49,1.0,0,1,1,11,9,2
37934,1.974,0.148,240.15,8.2,0,0,17,12,3,17
37935,0.438,0.098,243.22,2.0,0,0,0,30,4,0
37936,0.998,0.362,241.58,4.4,0,2,12,23,6,14
37937,1.428,0.096,241.6,5.8,0,0,18,21,12,18
37938,0.312,0.22,238.25,1.6,0,0,1,5,9,1
37939,1.424,0.122,233.28,6.0,0,0,16,1,8,16
37940,0.192,0.092,237.94,0.8,0,0,0,11,5,0
37941,3.048,0.334,242.52,12.6,0,1,18,3,1,19
37942,3.076,0.298,236.73,13.4,0,0,17,20,2,17
37943,1.448,0.048,240.01,6.0,0,0,18,17,5,18
37944,2.514,0.23,238.72,10.4,0,1,18,13,3,19
37945,0.104,0.0,241.68,0.4,0,0,0,17,8,0
37946,1.656,0.0,239.42,7.0,0,3,18,14,3,21
37947,2.252,0.096,241.51,9.2,0,0,18,19,6,18
37948,1.294,0.07,242.34,5.2,0,0,18,12,12,18
37949,0.348,0.226,238.31,1.6,0,1,1,24,7,2
37950,1.322,0.0,239.33,5.4,0,0,18,24,1,18
37951,4.98,0.548,232.73,21.6,0,9,17,15,11,26
37952,0.188,0.0,241.57,0.8,0,0,1,10,6,1
37953,0.612,0.38,241.41,3.0,0,1,0,1,1,1
37954,0.318,0.0,241.22,1.4,0,0,1,3,5,1
37955,0.304,0.118,244.39,1.2,0,0,0,27,10,0
37956,3.618,0.176,234.12,15.4,0,0,17,17,12,17
37957,1.396,0.12,243.58,5.6,0,0,18,22,1,18
37958,0.308,0.088,245.85,1.2,0,1,0,14,1,1
37959,1.714,0.088,238.91,7.2,0,0,0,23,1,0
37960,0.336,0.108,239.54,1.4,0,0,1,1,5,1
37961,2.112,0.096,238.52,8.8,0,0,18,2,12,18
37962,1.434,0.106,240.34,6.0,1,1,19,31,5,21
37963,1.31,0.0,242.49,5.4,0,0,19,17,11,19
37964,2.784,0.118,240.05,11.6,0,0,18,10,1,18
37965,0.368,0.0,240.89,1.4,0,0,0,1,1,0
37966,1.348,0.142,241.93,5.6,0,0,0,22,2,0
37967,1.49,0.18,240.79,6.2,0,0,18,14,11,18
37968,0.316,0.21,241.18,1.6,0,2,0,22,7,2
37969,0.34,0.08,242.19,1.4,0,0,1,4,3,1
37970,0.336,0.194,242.59,1.6,0,2,1,15,9,3
37971,0.286,0.088,237.33,1.2,0,2,0,26,2,2
37972,3.822,0.228,237.95,16.2,0,25,18,23,3,43
37973,0.148,0.0,240.49,0.6,0,0,0,30,6,0
37974,0.238,0.064,237.72,1.0,0,0,1,7,5,1
